facture_id;devis_id;client_id;type_client;agence;date_facture;mois;exercice;date_echeance;delai_contractuel_j;montant_ht;taux_tva;montant_ttc;profil_paiement;date_paiement;statut_facture
FAC-00466;DEV-01102;CLI-0450;Particulier;Bordeaux;2024-07-12;2024-07;2024-2025;2024-07-27;15;876.98;0.1;964.68;Bon payeur;2024-07-16;Payée
FAC-00467;DEV-01105;CLI-0022;Particulier;Bordeaux;2024-07-17;2024-07;2024-2025;2024-08-01;15;5287.93;0.1;5816.72;Standard;2024-09-06;Payée
FAC-00468;DEV-01113;CLI-0366;Particulier;Toulouse;2024-08-05;2024-08;2024-2025;2024-08-20;15;1771.1;0.2;2125.32;Bon payeur;2024-08-06;Payée
FAC-00469;DEV-01114;CLI-0087;Particulier;Toulouse;2024-08-01;2024-08;2024-2025;2024-08-16;15;1195.23;0.1;1314.75;Bon payeur;2024-08-06;Payée
FAC-00470;DEV-01122;CLI-0055;Professionnel;Bordeaux;2024-07-26;2024-07;2024-2025;2024-08-25;30;19001.76;0.2;22802.11;Standard;2024-08-02;Payée
FAC-00471;DEV-01126;CLI-0127;Particulier;Toulouse;2024-07-23;2024-07;2024-2025;2024-08-07;15;298.54;0.2;358.25;Standard;2024-07-24;Payée
FAC-00472;DEV-01129;CLI-0191;Particulier;Bordeaux;2024-07-24;2024-07;2024-2025;2024-08-08;15;639.86;0.1;703.85;Standard;2024-08-24;Payée
FAC-00473;DEV-01131;CLI-0014;Particulier;Bordeaux;2024-08-05;2024-08;2024-2025;2024-08-20;15;389.83;0.1;428.81;Bon payeur;2024-08-22;Payée
FAC-00474;DEV-01133;CLI-0365;Particulier;Toulouse;2024-08-07;2024-08;2024-2025;2024-08-22;15;9190.39;0.1;10109.43;Standard;2024-08-08;Payée
FAC-00475;DEV-01134;CLI-0365;Particulier;Toulouse;2024-08-12;2024-08;2024-2025;2024-08-27;15;1366.27;0.1;1502.9;Standard;2024-08-13;Payée
FAC-00476;DEV-01136;CLI-0071;Particulier;Toulouse;2024-07-30;2024-07;2024-2025;2024-08-14;15;338.8;0.2;406.56;Bon payeur;2024-08-23;Payée
FAC-00477;DEV-01138;CLI-0129;Professionnel;Toulouse;2024-07-18;2024-07;2024-2025;2024-08-17;30;16445.88;0.2;19735.06;Bon payeur;2024-08-14;Payée
FAC-00478;DEV-01139;CLI-0221;Particulier;Bordeaux;2024-08-12;2024-08;2024-2025;2024-08-27;15;1017.69;0.2;1221.23;Lent;2024-08-23;Payée
FAC-00479;DEV-01140;CLI-0317;Particulier;Bordeaux;2024-08-02;2024-08;2024-2025;2024-08-17;15;1110.1;0.1;1221.11;Standard;2024-09-25;Payée
FAC-00480;DEV-01141;CLI-0476;Particulier;Bordeaux;2024-08-19;2024-08;2024-2025;2024-09-03;15;3980.64;0.1;4378.7;Standard;2024-08-24;Payée
FAC-00481;DEV-01143;CLI-0269;Particulier;Toulouse;2024-09-16;2024-09;2024-2025;2024-10-01;15;265.17;0.2;318.2;Bon payeur;2024-10-02;Payée
FAC-00482;DEV-01147;CLI-0267;Particulier;Bordeaux;2024-09-17;2024-09;2024-2025;2024-10-02;15;5910.31;0.1;6501.34;Bon payeur;2024-10-01;Payée
FAC-00483;DEV-01150;CLI-0104;Particulier;Toulouse;2024-08-26;2024-08;2024-2025;2024-09-10;15;284.94;0.2;341.93;Bon payeur;2024-08-27;Payée
FAC-00484;DEV-01151;CLI-0461;Particulier;Toulouse;2024-08-14;2024-08;2024-2025;2024-08-29;15;2984.8;0.2;3581.76;Standard;2024-09-09;Payée
FAC-00485;DEV-01155;CLI-0094;Professionnel;Toulouse;2024-08-22;2024-08;2024-2025;2024-09-21;30;18960.99;0.2;22753.19;Standard;2024-09-20;Payée
FAC-00486;DEV-01156;CLI-0333;Professionnel;Toulouse;2024-08-13;2024-08;2024-2025;2024-09-12;30;7181.47;0.2;8617.76;Lent;2024-11-14;Payée
FAC-00487;DEV-01158;CLI-0464;Particulier;Bordeaux;2024-09-03;2024-09;2024-2025;2024-09-18;15;405.36;0.1;445.9;Standard;2024-09-05;Payée
FAC-00488;DEV-01159;CLI-0398;Syndic;Toulouse;2024-07-26;2024-07;2024-2025;2024-09-24;60;8161.33;0.2;9793.6;Lent;2024-10-24;Payée
FAC-00489;DEV-01161;CLI-0256;Particulier;Bordeaux;2024-08-23;2024-08;2024-2025;2024-09-07;15;5019.68;0.1;5521.65;Standard;2024-09-02;Payée
FAC-00490;DEV-01165;CLI-0266;Particulier;Toulouse;2024-08-07;2024-08;2024-2025;2024-08-22;15;449.23;0.1;494.15;Lent;2024-08-24;Payée
FAC-00491;DEV-01166;CLI-0086;Particulier;Toulouse;2024-08-19;2024-08;2024-2025;2024-09-03;15;1761.28;0.2;2113.54;Bon payeur;2024-08-20;Payée
FAC-00492;DEV-01167;CLI-0314;Particulier;Bordeaux;2024-08-14;2024-08;2024-2025;2024-08-29;15;251.66;0.2;301.99;Bon payeur;2024-09-01;Payée
FAC-00493;DEV-01168;CLI-0405;Particulier;Bordeaux;2024-09-02;2024-09;2024-2025;2024-09-17;15;1371.89;0.1;1509.08;Standard;2024-10-15;Payée
FAC-00494;DEV-01169;CLI-0493;Syndic;Bordeaux;2024-08-26;2024-08;2024-2025;2024-10-25;60;656.25;0.2;787.5;Standard;2024-10-26;Payée
FAC-00495;DEV-01171;CLI-0105;Particulier;Toulouse;2024-08-27;2024-08;2024-2025;2024-09-11;15;3801.88;0.1;4182.07;Standard;2024-09-26;Payée
FAC-00496;DEV-01174;CLI-0189;Professionnel;Bordeaux;2024-08-01;2024-08;2024-2025;2024-08-31;30;2157.96;0.2;2589.55;Lent;2024-08-02;Payée
FAC-00497;DEV-01175;CLI-0068;Particulier;Bordeaux;2024-07-30;2024-07;2024-2025;2024-08-14;15;261.54;0.2;313.85;Bon payeur;2024-08-12;Payée
FAC-00498;DEV-01178;CLI-0281;Particulier;Bordeaux;2024-08-26;2024-08;2024-2025;2024-09-10;15;1121.73;0.1;1233.9;Standard;2024-09-07;Payée
FAC-00499;DEV-01179;CLI-0301;Particulier;Toulouse;2024-08-13;2024-08;2024-2025;2024-08-28;15;2237.0;0.1;2460.7;Bon payeur;2024-09-03;Payée
FAC-00500;DEV-01183;CLI-0179;Professionnel;Bordeaux;2024-09-16;2024-09;2024-2025;2024-10-16;30;9964.63;0.2;11957.56;Standard;2024-10-24;Payée
FAC-00501;DEV-01184;CLI-0269;Particulier;Toulouse;2024-08-29;2024-08;2024-2025;2024-09-13;15;7474.97;0.1;8222.47;Bon payeur;2024-09-11;Payée
FAC-00502;DEV-01185;CLI-0330;Particulier;Toulouse;2024-09-24;2024-09;2024-2025;2024-10-09;15;1252.27;0.1;1377.5;Standard;2024-10-30;Payée
FAC-00503;DEV-01191;CLI-0495;Syndic;Bordeaux;2024-08-19;2024-08;2024-2025;2024-10-18;60;3795.2;0.2;4554.24;Bon payeur;2024-11-02;Payée
FAC-00504;DEV-01192;CLI-0154;Particulier;Bordeaux;2024-08-20;2024-08;2024-2025;2024-09-04;15;3001.22;0.2;3601.46;Bon payeur;2024-08-21;Payée
FAC-00505;DEV-01193;CLI-0168;Particulier;Bordeaux;2024-08-16;2024-08;2024-2025;2024-08-31;15;515.78;0.2;618.94;Lent;2024-08-17;Payée
FAC-00506;DEV-01205;CLI-0054;Particulier;Bordeaux;2024-08-22;2024-08;2024-2025;2024-09-06;15;355.44;0.2;426.53;Standard;2024-09-23;Payée
FAC-00507;DEV-01209;CLI-0184;Particulier;Toulouse;2024-08-30;2024-08;2024-2025;2024-09-14;15;334.11;0.2;400.93;Lent;2024-09-08;Payée
FAC-00508;DEV-01211;CLI-0002;Particulier;Bordeaux;2024-09-17;2024-09;2024-2025;2024-10-02;15;294.66;0.2;353.59;Bon payeur;2024-10-01;Payée
FAC-00509;DEV-01213;CLI-0421;Particulier;Bordeaux;2024-09-12;2024-09;2024-2025;2024-09-27;15;3606.63;0.2;4327.96;Bon payeur;2024-09-13;Payée
FAC-00510;DEV-01218;CLI-0200;Particulier;Bordeaux;2024-10-09;2024-10;2024-2025;2024-10-24;15;3111.95;0.2;3734.34;Standard;2024-10-15;Payée
FAC-00511;DEV-01221;CLI-0007;Particulier;Toulouse;2024-09-02;2024-09;2024-2025;2024-09-17;15;817.95;0.1;899.75;Standard;2024-10-01;Payée
FAC-00512;DEV-01226;CLI-0388;Particulier;Toulouse;2024-09-09;2024-09;2024-2025;2024-09-24;15;6064.12;0.1;6670.53;Standard;2024-09-15;Payée
FAC-00513;DEV-01227;CLI-0162;Particulier;Bordeaux;2024-09-05;2024-09;2024-2025;2024-09-20;15;3466.94;0.1;3813.63;Standard;2024-09-08;Payée
FAC-00514;DEV-01229;CLI-0282;Particulier;Bordeaux;2024-09-17;2024-09;2024-2025;2024-10-02;15;3623.77;0.2;4348.52;Bon payeur;2024-10-11;Payée
FAC-00515;DEV-01231;CLI-0042;Particulier;Bordeaux;2024-09-24;2024-09;2024-2025;2024-10-09;15;1150.41;0.1;1265.45;Standard;2024-09-27;Payée
FAC-00516;DEV-01232;CLI-0033;Syndic;Bordeaux;2024-09-02;2024-09;2024-2025;2024-11-01;60;7919.89;0.2;9503.87;Litigieux;2025-02-26;Payée
FAC-00517;DEV-01233;CLI-0485;Particulier;Toulouse;2024-09-09;2024-09;2024-2025;2024-09-24;15;1108.43;0.1;1219.27;Standard;2024-10-04;Payée
FAC-00518;DEV-01234;CLI-0287;Particulier;Toulouse;2024-10-04;2024-10;2024-2025;2024-10-19;15;314.47;0.2;377.36;Standard;2024-10-16;Payée
FAC-00519;DEV-01236;CLI-0050;Particulier;Toulouse;2024-10-08;2024-10;2024-2025;2024-10-23;15;3625.14;0.1;3987.65;Standard;2024-11-14;Payée
FAC-00520;DEV-01240;CLI-0002;Particulier;Bordeaux;2024-09-30;2024-09;2024-2025;2024-10-15;15;9848.62;0.1;10833.48;Bon payeur;2024-10-01;Payée
FAC-00521;DEV-01242;CLI-0248;Particulier;Bordeaux;2024-09-05;2024-09;2024-2025;2024-09-20;15;819.35;0.1;901.29;Bon payeur;2024-09-30;Payée
FAC-00522;DEV-01243;CLI-0397;Syndic;Bordeaux;2024-09-27;2024-09;2024-2025;2024-11-26;60;23513.67;0.2;28216.4;Lent;2025-02-07;Payée
FAC-00523;DEV-01244;CLI-0049;Particulier;Bordeaux;2024-09-09;2024-09;2024-2025;2024-09-24;15;9747.84;0.1;10722.62;Standard;2024-09-14;Payée
FAC-00524;DEV-01245;CLI-0505;Syndic;Bordeaux;2024-09-16;2024-09;2024-2025;2024-11-15;60;8546.76;0.2;10256.11;Standard;2024-11-23;Payée
FAC-00525;DEV-01247;CLI-0399;Syndic;Toulouse;2024-10-03;2024-10;2024-2025;2024-12-02;60;2587.49;0.2;3104.99;Standard;2024-11-26;Payée
FAC-00526;DEV-01248;CLI-0237;Particulier;Toulouse;2024-10-08;2024-10;2024-2025;2024-10-23;15;10826.52;0.1;11909.17;Bon payeur;2024-11-14;Payée
FAC-00527;DEV-01249;CLI-0272;Professionnel;Toulouse;2024-10-14;2024-10;2024-2025;2024-11-13;30;9835.51;0.2;11802.61;Standard;2024-12-12;Payée
FAC-00528;DEV-01252;CLI-0339;Particulier;Bordeaux;2024-10-22;2024-10;2024-2025;2024-11-06;15;213.77;0.2;256.52;Bon payeur;2024-11-16;Payée
FAC-00529;DEV-01256;CLI-0249;Particulier;Toulouse;2024-09-13;2024-09;2024-2025;2024-09-28;15;300.76;0.2;360.91;Lent;2024-12-13;Payée
FAC-00530;DEV-01257;CLI-0141;Particulier;Bordeaux;2024-09-18;2024-09;2024-2025;2024-10-03;15;1728.64;0.2;2074.37;Bon payeur;2024-09-19;Payée
FAC-00531;DEV-01261;CLI-0484;Particulier;Bordeaux;2024-09-24;2024-09;2024-2025;2024-10-09;15;19686.27;0.1;21654.9;Standard;2024-10-08;Payée
FAC-00532;DEV-01262;CLI-0289;Particulier;Bordeaux;2024-09-20;2024-09;2024-2025;2024-10-05;15;963.52;0.2;1156.22;Lent;2024-12-30;Payée
FAC-00533;DEV-01264;CLI-0205;Professionnel;Bordeaux;2024-10-16;2024-10;2024-2025;2024-11-15;30;692.92;0.2;831.5;Standard;2024-11-19;Payée
FAC-00534;DEV-01266;CLI-0298;Particulier;Toulouse;2024-09-23;2024-09;2024-2025;2024-10-08;15;3333.7;0.1;3667.07;Standard;2024-10-05;Payée
FAC-00535;DEV-01268;CLI-0050;Particulier;Toulouse;2024-10-28;2024-10;2024-2025;2024-11-12;15;294.56;0.2;353.47;Standard;2024-10-29;Payée
FAC-00536;DEV-01270;CLI-0079;Particulier;Bordeaux;2024-10-07;2024-10;2024-2025;2024-10-22;15;1109.97;0.1;1220.97;Standard;2024-10-18;Payée
FAC-00537;DEV-01272;CLI-0348;Particulier;Bordeaux;2024-09-19;2024-09;2024-2025;2024-10-04;15;10706.0;0.2;12847.2;Bon payeur;2024-09-25;Payée
FAC-00538;DEV-01274;CLI-0239;Particulier;Bordeaux;2024-09-20;2024-09;2024-2025;2024-10-05;15;398.77;0.1;438.65;Standard;2024-09-21;Payée
FAC-00539;DEV-01275;CLI-0374;Particulier;Bordeaux;2024-10-01;2024-10;2024-2025;2024-10-16;15;300.83;0.2;361.0;Bon payeur;2024-10-19;Payée
FAC-00540;DEV-01278;CLI-0334;Particulier;Toulouse;2024-10-16;2024-10;2024-2025;2024-10-31;15;1078.0;0.1;1185.8;Standard;2024-11-03;Payée
FAC-00541;DEV-01279;CLI-0461;Particulier;Toulouse;2024-10-08;2024-10;2024-2025;2024-10-23;15;438.22;0.1;482.04;Standard;2024-10-23;Payée
FAC-00542;DEV-01284;CLI-0132;Particulier;Toulouse;2024-10-18;2024-10;2024-2025;2024-11-02;15;1108.81;0.1;1219.69;Bon payeur;2024-11-08;Payée
FAC-00543;DEV-01287;CLI-0442;Particulier;Toulouse;2024-10-17;2024-10;2024-2025;2024-11-01;15;366.18;0.2;439.42;Standard;2024-10-28;Payée
FAC-00544;DEV-01293;CLI-0258;Professionnel;Bordeaux;2024-11-13;2024-11;2024-2025;2024-12-13;30;3902.85;0.2;4683.42;Standard;2025-01-02;Payée
FAC-00545;DEV-01296;CLI-0092;Particulier;Toulouse;2024-10-17;2024-10;2024-2025;2024-11-01;15;1261.19;0.1;1387.31;Standard;2024-11-12;Payée
FAC-00546;DEV-01305;CLI-0534;Particulier;Toulouse;2024-10-14;2024-10;2024-2025;2024-10-29;15;840.1;0.1;924.11;Standard;2024-10-20;Payée
FAC-00547;DEV-01311;CLI-0247;Professionnel;Bordeaux;2024-11-11;2024-11;2024-2025;2024-12-11;30;10881.91;0.2;13058.29;Lent;2024-11-25;Payée
FAC-00548;DEV-01315;CLI-0354;Particulier;Bordeaux;2024-10-21;2024-10;2024-2025;2024-11-05;15;1360.34;0.1;1496.37;Bon payeur;2024-11-15;Payée
FAC-00549;DEV-01317;CLI-0039;Particulier;Bordeaux;2024-11-12;2024-11;2024-2025;2024-11-27;15;320.02;0.2;384.02;Standard;2024-11-20;Payée
FAC-00550;DEV-01321;CLI-0044;Syndic;Bordeaux;2024-10-22;2024-10;2024-2025;2024-12-21;60;846.05;0.2;1015.26;Standard;2024-12-29;Payée
FAC-00551;DEV-01330;CLI-0350;Particulier;Bordeaux;2024-10-29;2024-10;2024-2025;2024-11-13;15;2851.33;0.1;3136.46;Standard;2024-11-04;Payée
FAC-00552;DEV-01331;CLI-0501;Particulier;Bordeaux;2024-10-14;2024-10;2024-2025;2024-10-29;15;9688.37;0.1;10657.21;Bon payeur;2024-10-31;Payée
FAC-00553;DEV-01334;CLI-0337;Particulier;Toulouse;2024-11-06;2024-11;2024-2025;2024-11-21;15;323.12;0.2;387.74;Standard;2024-11-23;Payée
FAC-00554;DEV-01335;CLI-0054;Particulier;Bordeaux;2024-10-14;2024-10;2024-2025;2024-10-29;15;9921.98;0.1;10914.18;Standard;2024-11-04;Payée
FAC-00555;DEV-01336;CLI-0456;Professionnel;Bordeaux;2024-11-18;2024-11;2024-2025;2024-12-18;30;2123.62;0.2;2548.34;Bon payeur;2024-12-15;Payée
FAC-00556;DEV-01337;CLI-0084;Professionnel;Toulouse;2024-11-21;2024-11;2024-2025;2024-12-21;30;21975.62;0.2;26370.74;Standard;2024-12-08;Payée
FAC-00557;DEV-01340;CLI-0071;Particulier;Toulouse;2024-11-04;2024-11;2024-2025;2024-11-19;15;986.61;0.2;1183.93;Bon payeur;2024-11-05;Payée
FAC-00558;DEV-01342;CLI-0254;Particulier;Toulouse;2024-12-09;2024-12;2024-2025;2024-12-24;15;913.11;0.1;1004.42;Standard;2024-12-29;Payée
FAC-00559;DEV-01344;CLI-0441;Professionnel;Bordeaux;2024-10-23;2024-10;2024-2025;2024-11-22;30;7499.45;0.2;8999.34;Standard;2024-12-06;Payée
FAC-00560;DEV-01345;CLI-0206;Syndic;Toulouse;2024-11-06;2024-11;2024-2025;2025-01-05;60;3380.12;0.2;4056.14;Bon payeur;2024-12-03;Payée
FAC-00561;DEV-01346;CLI-0234;Particulier;Toulouse;2024-11-14;2024-11;2024-2025;2024-11-29;15;418.83;0.2;502.6;Lent;2025-04-26;Payée
FAC-00562;DEV-01347;CLI-0229;Particulier;Toulouse;2024-12-09;2024-12;2024-2025;2024-12-24;15;3357.38;0.1;3693.12;Lent;2025-01-14;Payée
FAC-00563;DEV-01350;CLI-0116;Particulier;Bordeaux;2024-11-28;2024-11;2024-2025;2024-12-13;15;2930.38;0.1;3223.42;Bon payeur;2024-12-24;Payée
FAC-00564;DEV-01351;CLI-0447;Syndic;Bordeaux;2024-11-26;2024-11;2024-2025;2025-01-25;60;2795.19;0.2;3354.23;Lent;2024-12-16;Payée
FAC-00565;DEV-01352;CLI-0534;Particulier;Toulouse;2024-10-30;2024-10;2024-2025;2024-11-14;15;136.08;0.1;149.69;Standard;2024-10-31;Payée
FAC-00566;DEV-01355;CLI-0337;Particulier;Toulouse;2024-10-21;2024-10;2024-2025;2024-11-05;15;408.06;0.2;489.67;Standard;2024-12-07;Payée
FAC-00567;DEV-01358;CLI-0281;Particulier;Bordeaux;2024-11-08;2024-11;2024-2025;2024-11-23;15;407.01;0.1;447.71;Standard;2024-11-22;Payée
FAC-00568;DEV-01359;CLI-0022;Particulier;Bordeaux;2024-11-13;2024-11;2024-2025;2024-11-28;15;285.42;0.2;342.5;Standard;2024-11-25;Payée
FAC-00569;DEV-01366;CLI-0128;Particulier;Bordeaux;2024-10-30;2024-10;2024-2025;2024-11-14;15;4080.57;0.1;4488.63;Bon payeur;2024-10-31;Payée
FAC-00570;DEV-01368;CLI-0150;Particulier;Bordeaux;2024-11-08;2024-11;2024-2025;2024-11-23;15;5792.1;0.1;6371.31;Standard;2024-11-09;Payée
FAC-00571;DEV-01370;CLI-0316;Particulier;Toulouse;2024-11-22;2024-11;2024-2025;2024-12-07;15;11361.29;0.1;12497.42;Standard;2024-12-11;Payée
FAC-00572;DEV-01372;CLI-0118;Particulier;Toulouse;2024-12-03;2024-12;2024-2025;2024-12-18;15;1412.19;0.1;1553.41;Bon payeur;2024-12-29;Payée
FAC-00573;DEV-01373;CLI-0177;Particulier;Toulouse;2024-11-20;2024-11;2024-2025;2024-12-05;15;290.6;0.2;348.72;Standard;2024-12-13;Payée
FAC-00574;DEV-01376;CLI-0238;Particulier;Bordeaux;2024-12-02;2024-12;2024-2025;2024-12-17;15;12107.27;0.1;13318.0;Lent;2024-12-08;Payée
FAC-00575;DEV-01388;CLI-0244;Professionnel;Bordeaux;2024-11-12;2024-11;2024-2025;2024-12-12;30;18824.53;0.2;22589.44;Litigieux;2025-05-22;Payée
FAC-00576;DEV-01391;CLI-0294;Professionnel;Toulouse;2024-11-26;2024-11;2024-2025;2024-12-26;30;710.35;0.2;852.42;Standard;2025-02-04;Payée
FAC-00577;DEV-01393;CLI-0204;Particulier;Toulouse;2024-11-25;2024-11;2024-2025;2024-12-10;15;3722.08;0.1;4094.29;Standard;2024-11-26;Payée
FAC-00578;DEV-01397;CLI-0443;Collectivité;Bordeaux;2024-12-09;2024-12;2024-2025;2025-01-23;45;7333.12;0.2;8799.74;Litigieux;2025-04-03;Payée
FAC-00579;DEV-01398;CLI-0407;Collectivité;Toulouse;2024-12-18;2024-12;2024-2025;2025-02-01;45;3373.34;0.2;4048.01;Standard;2025-02-10;Payée
FAC-00580;DEV-01400;CLI-0445;Professionnel;Bordeaux;2024-11-20;2024-11;2024-2025;2024-12-20;30;8739.6;0.2;10487.52;Standard;2024-11-29;Payée
FAC-00581;DEV-01401;CLI-0360;Particulier;Bordeaux;2024-11-19;2024-11;2024-2025;2024-12-04;15;2492.17;0.1;2741.39;Bon payeur;2024-11-20;Payée
FAC-00582;DEV-01411;CLI-0013;Professionnel;Toulouse;2024-12-09;2024-12;2024-2025;2025-01-08;30;7136.54;0.2;8563.85;Standard;2025-01-08;Payée
FAC-00583;DEV-01414;CLI-0351;Syndic;Bordeaux;2024-12-16;2024-12;2024-2025;2025-02-14;60;988.8;0.2;1186.56;Standard;2025-03-12;Payée
FAC-00584;DEV-01417;CLI-0150;Particulier;Bordeaux;2024-12-16;2024-12;2024-2025;2024-12-31;15;329.55;0.2;395.46;Standard;2025-01-07;Payée
FAC-00585;DEV-01420;CLI-0239;Particulier;Bordeaux;2024-12-16;2024-12;2024-2025;2024-12-31;15;331.51;0.2;397.81;Standard;2025-01-04;Payée
FAC-00586;DEV-01421;CLI-0245;Professionnel;Toulouse;2024-12-09;2024-12;2024-2025;2025-01-08;30;2950.07;0.2;3540.08;Standard;2025-01-01;Payée
FAC-00587;DEV-01422;CLI-0217;Particulier;Bordeaux;2025-01-06;2025-01;2024-2025;2025-01-21;15;1298.59;0.1;1428.45;Standard;2025-01-07;Payée
FAC-00588;DEV-01424;CLI-0070;Particulier;Toulouse;2024-12-06;2024-12;2024-2025;2024-12-21;15;307.48;0.2;368.98;Bon payeur;2024-12-23;Payée
FAC-00589;DEV-01425;CLI-0348;Particulier;Bordeaux;2024-12-30;2024-12;2024-2025;2025-01-14;15;1598.29;0.2;1917.95;Bon payeur;2025-01-03;Payée
FAC-00590;DEV-01427;CLI-0022;Particulier;Bordeaux;2024-12-18;2024-12;2024-2025;2025-01-02;15;269.67;0.2;323.6;Standard;2025-01-14;Payée
FAC-00591;DEV-01428;CLI-0352;Professionnel;Bordeaux;2024-12-11;2024-12;2024-2025;2025-01-10;30;2206.4;0.2;2647.68;Standard;2025-01-15;Payée
FAC-00592;DEV-01433;CLI-0568;Syndic;Toulouse;2024-11-28;2024-11;2024-2025;2025-01-27;60;611.51;0.2;733.81;Lent;2025-02-20;Payée
FAC-00593;DEV-01434;CLI-0305;Particulier;Toulouse;2024-12-16;2024-12;2024-2025;2024-12-31;15;389.97;0.2;467.96;Bon payeur;2024-12-27;Payée
FAC-00594;DEV-01435;CLI-0267;Particulier;Bordeaux;2024-12-12;2024-12;2024-2025;2024-12-27;15;224.05;0.2;268.86;Bon payeur;2024-12-26;Payée
FAC-00595;DEV-01436;CLI-0229;Particulier;Toulouse;2024-12-16;2024-12;2024-2025;2024-12-31;15;3160.27;0.1;3476.3;Lent;2025-03-25;Payée
FAC-00596;DEV-01437;CLI-0438;Particulier;Toulouse;2024-11-20;2024-11;2024-2025;2024-12-05;15;3776.06;0.1;4153.67;Bon payeur;2024-12-14;Payée
FAC-00597;DEV-01438;CLI-0032;Particulier;Toulouse;2024-12-12;2024-12;2024-2025;2024-12-27;15;1092.03;0.1;1201.23;Standard;2024-12-21;Payée
FAC-00598;DEV-01444;CLI-0276;Professionnel;Bordeaux;2024-12-09;2024-12;2024-2025;2025-01-08;30;839.87;0.2;1007.84;Litigieux;2025-06-17;Payée
FAC-00599;DEV-01447;CLI-0141;Particulier;Bordeaux;2024-12-27;2024-12;2024-2025;2025-01-11;15;1686.08;0.2;2023.3;Bon payeur;2024-12-28;Payée
FAC-00600;DEV-01448;CLI-0467;Particulier;Bordeaux;2024-12-23;2024-12;2024-2025;2025-01-07;15;838.28;0.1;922.11;Standard;2025-01-14;Payée
FAC-00601;DEV-01450;CLI-0566;Particulier;Toulouse;2025-01-15;2025-01;2024-2025;2025-01-30;15;2801.76;0.1;3081.94;Standard;2025-01-16;Payée
FAC-00602;DEV-01451;CLI-0318;Particulier;Toulouse;2024-12-09;2024-12;2024-2025;2024-12-24;15;3238.6;0.2;3886.32;Standard;2025-01-02;Payée
FAC-00603;DEV-01452;CLI-0473;Particulier;Toulouse;2024-12-23;2024-12;2024-2025;2025-01-07;15;273.41;0.2;328.09;Bon payeur;2024-12-25;Payée
FAC-00604;DEV-01454;CLI-0490;Syndic;Bordeaux;2025-01-06;2025-01;2024-2025;2025-03-07;60;3670.07;0.2;4404.08;Litigieux;2025-06-12;Payée
FAC-00605;DEV-01458;CLI-0297;Professionnel;Bordeaux;2024-12-17;2024-12;2024-2025;2025-01-16;30;10862.1;0.2;13034.52;Bon payeur;2024-12-28;Payée
FAC-00606;DEV-01459;CLI-0197;Particulier;Bordeaux;2025-01-07;2025-01;2024-2025;2025-01-22;15;402.6;0.2;483.12;Bon payeur;2025-01-08;Payée
FAC-00607;DEV-01463;CLI-0120;Particulier;Toulouse;2024-12-05;2024-12;2024-2025;2024-12-20;15;10881.33;0.2;13057.6;Lent;2025-02-01;Payée
FAC-00608;DEV-01465;CLI-0099;Particulier;Bordeaux;2025-01-07;2025-01;2024-2025;2025-01-22;15;2447.49;0.1;2692.24;Bon payeur;2025-01-08;Payée
FAC-00609;DEV-01466;CLI-0197;Particulier;Bordeaux;2025-01-01;2025-01;2024-2025;2025-01-16;15;3654.82;0.1;4020.3;Bon payeur;2025-01-20;Payée
FAC-00610;DEV-01467;CLI-0299;Professionnel;Toulouse;2024-12-23;2024-12;2024-2025;2025-01-22;30;3121.12;0.2;3745.34;Standard;2025-02-18;Payée
FAC-00611;DEV-01469;CLI-0123;Particulier;Toulouse;2024-12-20;2024-12;2024-2025;2025-01-04;15;10456.2;0.1;11501.82;Standard;2024-12-21;Payée
FAC-00612;DEV-01471;CLI-0036;Particulier;Toulouse;2025-01-15;2025-01;2024-2025;2025-01-30;15;3027.65;0.2;3633.18;Standard;2025-02-12;Payée
FAC-00613;DEV-01473;CLI-0037;Particulier;Toulouse;2024-12-17;2024-12;2024-2025;2025-01-01;15;360.64;0.2;432.77;Bon payeur;2024-12-18;Payée
FAC-00614;DEV-01475;CLI-0315;Professionnel;Bordeaux;2025-01-27;2025-01;2024-2025;2025-02-26;30;1205.16;0.2;1446.19;Bon payeur;2025-02-28;Payée
FAC-00615;DEV-01477;CLI-0286;Particulier;Bordeaux;2025-01-16;2025-01;2024-2025;2025-01-31;15;1143.69;0.2;1372.43;Standard;2025-02-14;Payée
FAC-00616;DEV-01480;CLI-0140;Syndic;Toulouse;2025-01-15;2025-01;2024-2025;2025-03-16;60;5008.6;0.2;6010.32;Standard;2025-03-15;Payée
FAC-00617;DEV-01483;CLI-0290;Particulier;Toulouse;2025-01-13;2025-01;2024-2025;2025-01-28;15;6440.6;0.1;7084.66;Bon payeur;2025-01-31;Payée
FAC-00618;DEV-01484;CLI-0548;Collectivité;Bordeaux;2024-12-16;2024-12;2024-2025;2025-01-30;45;30499.05;0.2;36598.86;Bon payeur;2025-01-14;Payée
FAC-00619;DEV-01490;CLI-0313;Syndic;Bordeaux;2024-12-10;2024-12;2024-2025;2025-02-08;60;1683.84;0.2;2020.61;Litigieux;2025-07-25;Payée
FAC-00620;DEV-01491;CLI-0168;Particulier;Bordeaux;2025-01-07;2025-01;2024-2025;2025-01-22;15;801.56;0.1;881.72;Lent;2025-02-16;Payée
FAC-00621;DEV-01492;CLI-0486;Particulier;Bordeaux;2025-01-10;2025-01;2024-2025;2025-01-25;15;468.28;0.1;515.11;Bon payeur;2025-01-18;Payée
